CMA ID,CMA NAME,YEAR,QUARTER,HOUSING TYPE,MEDIAN HOUSING PRICE,MEDIAN AFTER TAX ANNUAL FAMILY INCOME,PRIME INTEREST RATE,MORTGAGE PAYMENT PERCENT INCOME,HISTORIC PAYMENT PERCENT INCOME,NUMBER OF RESALES
932,Abbotsford - Mission,2000,1,All housing types,180000,40110,6.673076923,35.17394885,39.8580484,211
932,Abbotsford - Mission,2000,1,Condos,85000,40110,6.673076923,16.60992029,20.09532322,25
932,Abbotsford - Mission,2000,1,Single-detached,198000,40110,6.673076923,38.69134374,49.93104757,151
932,Abbotsford - Mission,2000,1,Townhouses,159839,40110,6.673076923,31.23427117,32.71122748,35
944,Campbell River,2000,1,All housing types,136000,44950,6.673076923,23.71431023,28.83969156,61
944,Campbell River,2000,1,Condos,88250,44950,6.673076923,15.38814616,18.33500271,10
944,Campbell River,2000,1,Single-detached,143326.5,44950,6.673076923,24.9918315,31.14048371,46
930,Chilliwack,2000,1,All housing types,139619.5,38830,6.673076923,28.18252964,35.74923238,105
930,Chilliwack,2000,1,Single-detached,145741,38830,6.673076923,29.41816904,42.84775906,83
930,Chilliwack,2000,1,Townhouses,119650,38830,6.673076923,24.15163836,29.51804433,17
943,Courtenay,2000,1,All housing types,136250,39580,6.673076923,26.98124625,33.29529423,77
943,Courtenay,2000,1,Single-detached,143500,39580,6.673076923,28.41694559,37.46374731,60
943,Courtenay,2000,1,Townhouses,96500,39580,6.673076923,19.10965331,25.7004721,12
905,Cranbrook,2000,1,All housing types,125200,42240,6.673076923,23.23173815,23.32692088,30
905,Cranbrook,2000,1,Single-detached,125400,42240,6.673076923,23.26884955,24.79879355,27
975,Dawson Creek,2000,1,All housing types,91500,42710,6.673076923,16.79162811,17.42873376,15
975,Dawson Creek,2000,1,Single-detached,91500,42710,6.673076923,16.79162811,17.4035768,14
937,Duncan,2000,1,All housing types,160000,39000,6.673076923,32.15560316,33.65613231,54
937,Duncan,2000,1,Single-detached,162500,39000,6.673076923,32.65803446,37.87860121,41
977,Fort St. John,2000,1,All housing types,131998.5,48790,6.673076923,21.20505789,19.8313746,25
977,Fort St. John,2000,1,Single-detached,134498.5,48790,6.673076923,21.6066734,21.34312718,18
925,Kamloops,2000,1,All housing types,143000,43280,6.673076923,25.89703656,29.18144185,131
925,Kamloops,2000,1,Condos,108427,43280,6.673076923,19.63592996,18.56500138,12
925,Kamloops,2000,1,Single-detached,145000,43280,6.673076923,26.25923288,32.08712104,101
925,Kamloops,2000,1,Townhouses,142500,43280,6.673076923,25.80648749,25.397242,18
915,Kelowna,2000,1,All housing types,156500,40030,6.673076923,30.64291217,38.09482147,273
915,Kelowna,2000,1,Condos,108200,40030,6.673076923,21.18570669,24.28880262,38
915,Kelowna,2000,1,Single-detached,165500,40030,6.673076923,32.40512437,44.76537722,200
915,Kelowna,2000,1,Townhouses,125000,40030,6.673076923,24.47516946,32.85366574,35
938,Nanaimo,2000,1,All housing types,145000,39590,6.673076923,28.706734,33.9915153,118
938,Nanaimo,2000,1,Single-detached,150268,39590,6.673076923,29.74967934,37.66249954,103
938,Nanaimo,2000,1,Townhouses,101360,39590,6.673076923,20.06699695,27.46191196,10
913,Penticton,2000,1,All housing types,127398.5,36100,6.673076923,27.66039625,34.46883108,61
913,Penticton,2000,1,Condos,78000,36100,6.673076923,16.93513587,24.64960116,11
913,Penticton,2000,1,Single-detached,145000,36100,6.673076923,31.48198335,41.62561139,34
913,Penticton,2000,1,Townhouses,106750,36100,6.673076923,23.17725326,28.09446494,16
940,Port Alberni,2000,1,All housing types,102797.5,41290,6.673076923,19.51366993,24.91984493,36
940,Port Alberni,2000,1,Single-detached,106747.5,41290,6.673076923,20.26348384,25.47459468,30
945,Powell River,2000,1,All housing types,130000,42000,6.673076923,24.26025417,28.39881449,26
945,Powell River,2000,1,Single-detached,130000,42000,6.673076923,24.26025417,29.06419653,26
970,Prince George,2000,1,All housing types,125950,46370,6.673076923,21.28934797,20.86631918,75
970,Prince George,2000,1,Single-detached,126900,46370,6.673076923,21.44992662,21.62037066,70
955,Prince Rupert,2000,1,All housing types,112000,45700,6.673076923,19.20892705,20.96060583,12
955,Prince Rupert,2000,1,Single-detached,112000,45700,6.673076923,19.20892705,21.3614414,11
952,Quesnel,2000,1,All housing types,101750,41690,6.673076923,19.12950831,19.12777887,12
952,Quesnel,2000,1,Single-detached,101750,41690,6.673076923,19.12950831,19.38116486,12
965,Terrace,2000,1,All housing types,153000,45450,6.673076923,26.38510506,22.28508389,25
965,Terrace,2000,1,Single-detached,153000,45450,6.673076923,26.38510506,22.91057037,23
933,Vancouver,2000,1,All housing types,239500,42730,6.673076923,43.93128529,46.34979114,3944
933,Vancouver,2000,1,Condos,159839,42730,6.673076923,29.31913449,33.52101857,1245
933,Vancouver,2000,1,Single-detached,288500,42730,6.673076923,52.91931443,73.63157159,2146
933,Vancouver,2000,1,Townhouses,205781,42730,6.673076923,37.74623724,42.89966917,553
918,Vernon,2000,1,All housing types,136750,38900,6.673076923,27.55364244,33.47993893,74
918,Vernon,2000,1,Condos,86900,38900,6.673076923,17.50940788,17.73657873,12
918,Vernon,2000,1,Single-detached,155000,38900,6.673076923,31.23081958,38.42228469,57
935,Victoria,2000,1,All housing types,202000,46000,6.673076923,34.41872849,38.89023417,563
935,Victoria,2000,1,Condos,131000,46000,6.673076923,22.32105659,25.16453563,138
935,Victoria,2000,1,Single-detached,224000,46000,6.673076923,38.16730288,48.24432339,373
935,Victoria,2000,1,Townhouses,183055,46000,6.673076923,31.19069477,34.92562688,52
950,Williams Lake,2000,1,All housing types,131000,39780,6.673076923,25.81117655,21.01542762,14
950,Williams Lake,2000,1,Single-detached,131000,39780,6.673076923,25.81117655,22.05009043,12
932,Abbotsford - Mission,2000,2,All housing types,179383.6364,40110,7.269230769,36.99354599,39.8580484,339
932,Abbotsford - Mission,2000,2,Condos,87422.46154,40110,7.269230769,18.02877295,20.09532322,40
932,Abbotsford - Mission,2000,2,Single-detached,192960.7843,40110,7.269230769,39.7935051,49.93104757,257
932,Abbotsford - Mission,2000,2,Townhouses,157472.2727,40110,7.269230769,32.47485602,32.71122748,42
944,Campbell River,2000,2,All housing types,139400.6944,44950,7.269230769,25.65257948,28.83969156,83
944,Campbell River,2000,2,Single-detached,143676.4322,44950,7.269230769,26.4394027,31.14048371,72
930,Chilliwack,2000,2,All housing types,156204.7772,38830,7.269230769,33.27535688,35.74923238,198
930,Chilliwack,2000,2,Single-detached,162407.7992,38830,7.269230769,34.59674905,42.84775906,161
930,Chilliwack,2000,2,Townhouses,118903.3333,38830,7.269230769,25.32925639,29.51804433,28
943,Courtenay,2000,2,All housing types,137393.018,39580,7.269230769,28.71340352,33.29529423,145
943,Courtenay,2000,2,Single-detached,141815.2174,39580,7.269230769,29.63758728,37.46374731,124
943,Courtenay,2000,2,Townhouses,102470,39580,7.269230769,21.41493434,25.7004721,18
905,Cranbrook,2000,2,All housing types,119092.8571,42240,7.269230769,23.32156045,23.32692088,54
905,Cranbrook,2000,2,Single-detached,117946.1538,42240,7.269230769,23.09700533,24.79879355,51
975,Dawson Creek,2000,2,All housing types,91836.95652,42710,7.269230769,17.78622214,17.42873376,31
975,Dawson Creek,2000,2,Single-detached,91844.44444,42710,7.269230769,17.78767234,17.4035768,31
937,Duncan,2000,2,All housing types,146558.5938,39000,7.269230769,31.08439957,33.65613231,74
937,Duncan,2000,2,Single-detached,152540.404,39000,7.269230769,32.35311386,37.87860121,58
937,Duncan,2000,2,Townhouses,118600,39000,7.269230769,25.15451121,27.87876391,11
977,Fort St. John,2000,2,All housing types,131830.6818,48790,7.269230769,22.35020345,19.8313746,52
977,Fort St. John,2000,2,Single-detached,132882.3906,48790,7.269230769,22.52850721,21.34312718,46
925,Kamloops,2000,2,All housing types,143930.4348,43280,7.269230769,27.50813747,29.18144185,214
925,Kamloops,2000,2,Condos,93170.8,43280,7.269230769,17.80690219,18.56500138,18
925,Kamloops,2000,2,Single-detached,148163.6364,43280,7.269230769,28.31719144,32.08712104,174
925,Kamloops,2000,2,Townhouses,131500,43280,7.269230769,25.13241958,25.397242,22
915,Kelowna,2000,2,All housing types,165478.2637,40030,7.269230769,34.1940991,38.09482147,493
915,Kelowna,2000,2,Condos,109675.4717,40030,7.269230769,22.66312121,24.28880262,68
915,Kelowna,2000,2,Single-detached,177357.2711,40030,7.269230769,36.64875355,44.76537722,357
915,Kelowna,2000,2,Townhouses,141438.835,40030,7.269230769,29.22663938,32.85366574,68
938,Nanaimo,2000,2,All housing types,148252.0349,39590,7.269230769,30.97497483,33.9915153,226
938,Nanaimo,2000,2,Condos,108633.3333,39590,7.269230769,22.69725855,21.40189008,10
938,Nanaimo,2000,2,Single-detached,153336.5324,39590,7.269230769,32.03730212,37.66249954,190
938,Nanaimo,2000,2,Townhouses,106958.3056,39590,7.269230769,22.34728734,27.46191196,26
913,Penticton,2000,2,All housing types,131132.8333,36100,7.269230769,30.04692575,34.46883108,122
913,Penticton,2000,2,Condos,86666.66667,36100,7.269230769,19.85823712,24.64960116,13
913,Penticton,2000,2,Single-detached,145725.8065,36100,7.269230769,33.39066483,41.62561139,90
913,Penticton,2000,2,Townhouses,110142.8571,36100,7.269230769,25.23741893,28.09446494,19
940,Port Alberni,2000,2,All housing types,109576.6667,41290,7.269230769,21.95174266,24.91984493,45
940,Port Alberni,2000,2,Single-detached,111561.4583,41290,7.269230769,22.34936049,25.47459468,42
945,Powell River,2000,2,All housing types,124836.7347,42000,7.269230769,24.58605851,28.39881449,23
945,Powell River,2000,2,Single-detached,124958.3333,42000,7.269230769,24.61000684,29.06419653,22
970,Prince George,2000,2,All housing types,126313.3484,46370,7.269230769,22.53242596,20.86631918,146
970,Prince George,2000,2,Single-detached,128213.7255,46370,7.269230769,22.87142502,21.62037066,134
955,Prince Rupert,2000,2,All housing types,109207.1429,45700,7.269230769,19.76653955,20.96060583,23
955,Prince Rupert,2000,2,Single-detached,109125,45700,7.269230769,19.75167165,21.3614414,23
952,Quesnel,2000,2,All housing types,109204.5455,41690,7.269230769,21.66729125,19.12777887,32
952,Quesnel,2000,2,Single-detached,109139.5349,41690,7.269230769,21.65439249,19.38116486,31
965,Terrace,2000,2,All housing types,141500,45450,7.269230769,25.75243817,22.28508389,25
965,Terrace,2000,2,Single-detached,142000,45450,7.269230769,25.84343618,22.91057037,22
933,Vancouver,2000,2,All housing types,244492.9386,42730,7.269230769,47.32920704,46.34979114,5615
933,Vancouver,2000,2,Condos,157699.6995,42730,7.269230769,30.52767811,33.52101857,1567
933,Vancouver,2000,2,Single-detached,290596.8616,42730,7.269230769,56.25405424,73.63157159,3207
933,Vancouver,2000,2,Townhouses,206697.1108,42730,7.269230769,40.0126499,42.89966917,841
918,Vernon,2000,2,All housing types,142186.6359,38900,7.269230769,30.2346523,33.47993893,143
918,Vernon,2000,2,Condos,101668.9231,38900,7.269230769,21.61894132,17.73657873,14
918,Vernon,2000,2,Single-detached,156661.7647,38900,7.269230769,33.31265244,38.42228469,113
918,Vernon,2000,2,Townhouses,125023.8095,38900,7.269230769,26.58513851,28.34301195,16
935,Victoria,2000,2,All housing types,212918.239,46000,7.269230769,38.2869556,38.89023417,868
935,Victoria,2000,2,Condos,128662.5,46000,7.269230769,23.13608946,25.16453563,102
935,Victoria,2000,2,Single-detached,228786.6149,46000,7.269230769,41.1404068,48.24432339,658
935,Victoria,2000,2,Townhouses,179372.875,46000,7.269230769,32.25482858,34.92562688,108
950,Williams Lake,2000,2,All housing types,130227.6596,39780,7.269230769,27.07910196,21.01542762,33
950,Williams Lake,2000,2,Single-detached,130221.9512,39780,7.269230769,27.07791499,22.05009043,29
932,Abbotsford - Mission,2000,3,All housing types,180319.1185,40110,7.5,37.95355551,39.8580484,311
932,Abbotsford - Mission,2000,3,Condos,83321.47059,40110,7.5,17.53749733,20.09532322,28
932,Abbotsford - Mission,2000,3,Single-detached,193187.885,40110,7.5,40.66217259,49.93104757,230
932,Abbotsford - Mission,2000,3,Townhouses,159684.2105,40110,7.5,33.61032152,32.71122748,53
944,Campbell River,2000,3,All housing types,138985.9756,44950,7.5,26.10385434,28.83969156,81
944,Campbell River,2000,3,Single-detached,139766.8874,44950,7.5,26.25052243,31.14048371,79
930,Chilliwack,2000,3,All housing types,160157.377,38830,7.5,34.82113401,35.74923238,168
930,Chilliwack,2000,3,Single-detached,166957.6547,38830,7.5,36.29963837,42.84775906,146
930,Chilliwack,2000,3,Townhouses,113012.766,38830,7.5,24.57103594,29.51804433,19
943,Courtenay,2000,3,All housing types,133472.7273,39580,7.5,28.46951693,33.29529423,174
943,Courtenay,2000,3,Condos,55495,39580,7.5,11.83699378,18.06257235,47
943,Courtenay,2000,3,Single-detached,148335.9409,39580,7.5,31.63981638,37.46374731,113
943,Courtenay,2000,3,Townhouses,107784.375,39580,7.5,22.99023293,25.7004721,14
905,Cranbrook,2000,3,All housing types,116355.9633,42240,7.5,23.25562897,23.32692088,55
905,Cranbrook,2000,3,Single-detached,114732.0388,42240,7.5,22.93106129,24.79879355,52
975,Dawson Creek,2000,3,All housing types,85391.30435,42710,7.5,16.87902784,17.42873376,38
975,Dawson Creek,2000,3,Single-detached,85470.58824,42710,7.5,16.89469963,17.4035768,37
937,Duncan,2000,3,All housing types,143922.8188,39000,7.5,31.15504642,33.65613231,75
937,Duncan,2000,3,Single-detached,151584.0708,39000,7.5,32.81348157,37.87860121,55
937,Duncan,2000,3,Townhouses,117466.6667,39000,7.5,25.4280696,27.87876391,19
977,Fort St. John,2000,3,All housing types,133837.6289,48790,7.5,23.15851829,19.8313746,45
977,Fort St. John,2000,3,Single-detached,134658.8235,48790,7.5,23.30061324,21.34312718,39
925,Kamloops,2000,3,All housing types,147314.7651,43280,7.5,28.73573957,29.18144185,233
925,Kamloops,2000,3,Single-detached,152616.4384,43280,7.5,29.76990272,32.08712104,191
925,Kamloops,2000,3,Townhouses,122500,43280,7.5,23.89528364,25.397242,33
915,Kelowna,2000,3,All housing types,172718.057,40030,7.5,36.42633749,38.09482147,490
915,Kelowna,2000,3,Condos,113714.2857,40030,7.5,23.98240822,24.28880262,51
915,Kelowna,2000,3,Single-detached,184000,40030,7.5,38.80570576,44.76537722,381
915,Kelowna,2000,3,Townhouses,149025.3968,40030,7.5,31.42954185,32.85366574,58
938,Nanaimo,2000,3,All housing types,146458.0508,39590,7.5,31.23137476,33.9915153,246
938,Nanaimo,2000,3,Condos,93316.66667,39590,7.5,19.89926652,21.40189008,20
938,Nanaimo,2000,3,Single-detached,153393.5464,39590,7.5,32.71033109,37.66249954,198
938,Nanaimo,2000,3,Townhouses,109980.0185,39590,7.5,23.45263476,27.46191196,28
913,Penticton,2000,3,All housing types,138757.9909,36100,7.5,32.44995915,34.46883108,97
913,Penticton,2000,3,Condos,87640,36100,7.5,20.49550013,24.64960116,12
913,Penticton,2000,3,Single-detached,151822.0859,36100,7.5,35.50512987,41.62561139,73
913,Penticton,2000,3,Townhouses,106903.2258,36100,7.5,25.00040026,28.09446494,12
940,Port Alberni,2000,3,All housing types,116830.9859,41290,7.5,23.88781969,24.91984493,26
940,Port Alberni,2000,3,Single-detached,116911.7647,41290,7.5,23.90433611,25.47459468,26
945,Powell River,2000,3,All housing types,120641.0256,42000,7.5,24.24985152,28.39881449,16
945,Powell River,2000,3,Single-detached,120621.6216,42000,7.5,24.24595115,29.06419653,15
970,Prince George,2000,3,All housing types,129151.6949,46370,7.5,23.51399208,20.86631918,149
970,Prince George,2000,3,Single-detached,130494.9275,46370,7.5,23.75854761,21.62037066,142
955,Prince Rupert,2000,3,All housing types,122601.3514,45700,7.5,22.6486547,20.96060583,14
955,Prince Rupert,2000,3,Single-detached,122601.3514,45700,7.5,22.6486547,21.3614414,14
952,Quesnel,2000,3,All housing types,119606.5574,41690,7.5,24.22068651,19.12777887,29
952,Quesnel,2000,3,Single-detached,119733.3333,41690,7.5,24.24635902,19.38116486,29
965,Terrace,2000,3,All housing types,145589.2857,45450,7.5,27.04324989,22.28508389,45
965,Terrace,2000,3,Single-detached,145956.3492,45450,7.5,27.11143204,22.91057037,41
933,Vancouver,2000,3,All housing types,251419.3313,42730,7.5,49.67399939,46.34979114,5362
933,Vancouver,2000,3,Condos,155564.278,42730,7.5,30.73550395,33.52101857,1210
933,Vancouver,2000,3,Single-detached,294030.7031,42730,7.5,58.09291151,73.63157159,3307
933,Vancouver,2000,3,Townhouses,206147.0222,42730,7.5,40.72935444,42.89966917,845
918,Vernon,2000,3,All housing types,150000,38900,7.5,32.55404888,33.47993893,143
918,Vernon,2000,3,Condos,105092.4,38900,7.5,22.80788751,17.73657873,11
918,Vernon,2000,3,Single-detached,163777.533,38900,7.5,35.54414544,38.42228469,114
918,Vernon,2000,3,Townhouses,131323.5294,38900,7.5,28.50075063,28.34301195,18
935,Victoria,2000,3,All housing types,219005.7937,46000,7.5,40.19399054,38.89023417,858
935,Victoria,2000,3,Condos,126718.593,46000,7.5,23.25658075,25.16453563,97
935,Victoria,2000,3,Single-detached,230970.8438,46000,7.5,42.38992838,48.24432339,642
935,Victoria,2000,3,Townhouses,180955.0661,46000,7.5,33.2105653,34.92562688,119
950,Williams Lake,2000,3,All housing types,132673.5849,39780,7.5,28.15678333,21.01542762,20
950,Williams Lake,2000,3,Single-detached,132900,39780,7.5,28.20483449,22.05009043,20
932,Abbotsford - Mission,2000,4,All housing types,177049.5967,40110,7.5,37.2653868,39.8580484,242
932,Abbotsford - Mission,2000,4,Condos,75129.23077,40110,7.5,15.81319526,20.09532322,37
932,Abbotsford - Mission,2000,4,Single-detached,191258.6634,40110,7.5,40.25611016,49.93104757,174
932,Abbotsford - Mission,2000,4,Townhouses,152629.7619,40110,7.5,32.12550166,32.71122748,31
944,Campbell River,2000,4,All housing types,136781.9549,44950,7.5,25.68990296,28.83969156,52
944,Campbell River,2000,4,Single-detached,136775.1938,44950,7.5,25.68863312,31.14048371,50
930,Chilliwack,2000,4,All housing types,153424.2215,38830,7.5,33.35722321,35.74923238,121
930,Chilliwack,2000,4,Single-detached,161502.0576,38830,7.5,35.11349208,42.84775906,97
930,Chilliwack,2000,4,Townhouses,100085.7143,38830,7.5,21.7604592,29.51804433,16
943,Courtenay,2000,4,All housing types,131077.3438,39580,7.5,27.9585855,33.29529423,82
943,Courtenay,2000,4,Single-detached,149539.0847,39580,7.5,31.89644501,37.46374731,64
943,Courtenay,2000,4,Townhouses,102807.6923,39580,7.5,21.92871455,25.7004721,12
905,Cranbrook,2000,4,All housing types,115819.2771,42240,7.5,23.14836352,23.32692088,28
905,Cranbrook,2000,4,Single-detached,115618.6667,42240,7.5,23.10826827,24.79879355,23
975,Dawson Creek,2000,4,All housing types,79816.66667,42710,7.5,15.77710692,17.42873376,22
975,Dawson Creek,2000,4,Single-detached,79824.5614,42710,7.5,15.77866745,17.4035768,20
937,Duncan,2000,4,All housing types,148688.5246,39000,7.5,32.1866812,33.65613231,47
937,Duncan,2000,4,Single-detached,156055.5556,39000,7.5,33.78142617,37.87860121,35
977,Fort St. John,2000,4,All housing types,137496.7532,48790,7.5,23.7916728,19.8313746,32
977,Fort St. John,2000,4,Single-detached,139205.8824,48790,7.5,24.08741099,21.34312718,29
925,Kamloops,2000,4,All housing types,150122.7712,43280,7.5,29.28347918,29.18144185,156
925,Kamloops,2000,4,Condos,128742.25,43280,7.5,25.11291903,18.56500138,11
925,Kamloops,2000,4,Single-detached,152944.0625,43280,7.5,29.83381024,32.08712104,129
925,Kamloops,2000,4,Townhouses,128810.6939,43280,7.5,25.12626993,25.397242,16
915,Kelowna,2000,4,All housing types,174102.3622,40030,7.5,36.71828826,38.09482147,399
915,Kelowna,2000,4,Condos,112395.6044,40030,7.5,23.70429757,24.28880262,40
915,Kelowna,2000,4,Single-detached,182187.1157,40030,7.5,38.42336741,44.76537722,302
915,Kelowna,2000,4,Townhouses,150478.2609,40030,7.5,31.73595171,32.85366574,57
938,Nanaimo,2000,4,All housing types,139644.1648,39590,7.5,29.77835099,33.9915153,191
938,Nanaimo,2000,4,Condos,105611.1111,39590,7.5,22.52098926,21.40189008,16
938,Nanaimo,2000,4,Single-detached,147909.5126,39590,7.5,31.54089101,37.66249954,159
938,Nanaimo,2000,4,Townhouses,107128.6818,39590,7.5,22.84460288,27.46191196,16
913,Penticton,2000,4,All housing types,141932.2034,36100,7.5,33.19228085,34.46883108,80
913,Penticton,2000,4,Condos,87555.55556,36100,7.5,20.47575194,24.64960116,15
913,Penticton,2000,4,Single-detached,153838.3065,36100,7.5,35.97664343,41.62561139,51
913,Penticton,2000,4,Townhouses,101230.0385,36100,7.5,23.67366804,28.09446494,14
940,Port Alberni,2000,4,All housing types,111401.7857,41290,7.5,22.77773956,24.91984493,30
940,Port Alberni,2000,4,Single-detached,111677.7778,41290,7.5,22.83417022,25.47459468,28
945,Powell River,2000,4,All housing types,117612.2449,42000,7.5,23.64104135,28.39881449,33
945,Powell River,2000,4,Single-detached,117608.6957,42000,7.5,23.64032792,29.06419653,31
970,Prince George,2000,4,All housing types,127116.8699,46370,7.5,23.14352184,20.86631918,97
970,Prince George,2000,4,Single-detached,128190.3509,46370,7.5,23.33896506,21.62037066,86
955,Prince Rupert,2000,4,All housing types,127862.069,45700,7.5,23.62048882,20.96060583,15
955,Prince Rupert,2000,4,Single-detached,127862.069,45700,7.5,23.62048882,21.3614414,15
952,Quesnel,2000,4,All housing types,119000,41690,7.5,24.09785683,19.12777887,29
952,Quesnel,2000,4,Single-detached,119157.8947,41690,7.5,24.12983098,19.38116486,28
965,Terrace,2000,4,All housing types,149217.9688,45450,7.5,27.71727876,22.28508389,19
965,Terrace,2000,4,Single-detached,149281.8966,45450,7.5,27.72915337,22.91057037,17
933,Vancouver,2000,4,All housing types,251766.2051,42730,7.5,49.74253274,46.34979114,4604
933,Vancouver,2000,4,Condos,160726.6244,42730,7.5,31.75545095,33.52101857,1314
933,Vancouver,2000,4,Single-detached,292934.8972,42730,7.5,57.87640842,73.63157159,2576
933,Vancouver,2000,4,Townhouses,204542.0141,42730,7.5,40.41224607,42.89966917,714
918,Vernon,2000,4,All housing types,145857.0429,38900,7.5,31.65491536,33.47993893,125
918,Vernon,2000,4,Condos,102950.6923,38900,7.5,22.34307913,17.73657873,15
918,Vernon,2000,4,Single-detached,157495.1456,38900,7.5,34.18069779,38.42228469,92
918,Vernon,2000,4,Townhouses,125625,38900,7.5,27.26401593,28.34301195,18
935,Victoria,2000,4,All housing types,215401.3146,46000,7.5,39.53246284,38.89023417,639
935,Victoria,2000,4,Condos,127873.0964,46000,7.5,23.46846602,25.16453563,100
935,Victoria,2000,4,Single-detached,226091.99,46000,7.5,41.49451551,48.24432339,457
935,Victoria,2000,4,Townhouses,178492.5373,46000,7.5,32.758619,34.92562688,82
950,Williams Lake,2000,4,All housing types,132232.0513,39780,7.5,28.06307841,21.01542762,19
950,Williams Lake,2000,4,Single-detached,132371.0526,39780,7.5,28.09257811,22.05009043,18
932,Abbotsford - Mission,2001,1,All housing types,170471.7349,40905,7.153846154,34.11920185,39.8580484,271
932,Abbotsford - Mission,2001,1,Condos,75540.67647,40905,7.153846154,15.11914916,20.09532322,31
932,Abbotsford - Mission,2001,1,Single-detached,185494.0945,40905,7.153846154,37.12586403,49.93104757,207
932,Abbotsford - Mission,2001,1,Townhouses,139334.375,40905,7.153846154,27.88719003,32.71122748,33
944,Campbell River,2001,1,All housing types,135216.4948,45492.5,7.153846154,24.33395772,28.83969156,45
944,Campbell River,2001,1,Single-detached,137574.7126,45492.5,7.153846154,24.75834952,31.14048371,37
930,Chilliwack,2001,1,All housing types,151637.8205,39585,7.153846154,31.36171209,35.74923238,113
930,Chilliwack,2001,1,Single-detached,162335.1648,39585,7.153846154,33.5741353,42.84775906,85
930,Chilliwack,2001,1,Townhouses,108144.7368,39585,7.153846154,22.36647882,29.51804433,22
943,Courtenay,2001,1,All housing types,132188.2353,40300,7.153846154,26.85410223,33.29529423,88
943,Courtenay,2001,1,Single-detached,140309.0909,40300,7.153846154,28.50385787,37.46374731,68
943,Courtenay,2001,1,Townhouses,101944.4444,40300,7.153846154,20.71006188,25.7004721,15
905,Cranbrook,2001,1,All housing types,119350.8772,43077.5,7.153846154,22.68286998,23.32692088,29
905,Cranbrook,2001,1,Single-detached,120860,43077.5,7.153846154,22.96968175,24.79879355,27
975,Dawson Creek,2001,1,All housing types,80368.33333,43477.5,7.153846154,15.13363577,17.42873376,11
975,Dawson Creek,2001,1,Single-detached,80368.33333,43477.5,7.153846154,15.13363577,17.4035768,10
937,Duncan,2001,1,All housing types,143877.9439,39730,7.153846154,29.64821402,33.65613231,60
937,Duncan,2001,1,Single-detached,153573.1707,39730,7.153846154,31.6460613,37.87860121,47
937,Duncan,2001,1,Townhouses,116969.3529,39730,7.153846154,24.10329419,27.87876391,10
977,Fort St. John,2001,1,All housing types,136508.7719,50030,7.153846154,22.33844488,19.8313746,25
977,Fort St. John,2001,1,Single-detached,137650.9434,50030,7.153846154,22.52535107,21.34312718,24
925,Kamloops,2001,1,All housing types,147533.5368,44092.5,7.153846154,27.39358736,29.18144185,129
925,Kamloops,2001,1,Single-detached,147338.1579,44092.5,7.153846154,27.35730998,32.08712104,99
925,Kamloops,2001,1,Townhouses,156341.1892,44092.5,7.153846154,29.02896599,25.397242,21
915,Kelowna,2001,1,All housing types,167083.8279,40785,7.153846154,33.53951892,38.09482147,275
915,Kelowna,2001,1,Condos,95519.48052,40785,7.153846154,19.17407247,24.28880262,37
915,Kelowna,2001,1,Single-detached,174195.2569,40785,7.153846154,34.96702935,44.76537722,204
915,Kelowna,2001,1,Townhouses,143743.4066,40785,7.153846154,28.85428689,32.85366574,34
938,Nanaimo,2001,1,All housing types,136403.8997,40275,7.153846154,27.72771726,33.9915153,168
938,Nanaimo,2001,1,Condos,101724.1379,40275,7.153846154,20.67813413,21.40189008,13
938,Nanaimo,2001,1,Single-detached,144555.7377,40275,7.153846154,29.38479494,37.66249954,146
939,Parksville,2001,1,All housing types,158185.4305,41730,7.153846154,31.03423005,38.92321274,59
939,Parksville,2001,1,Single-detached,157327.8689,41730,7.153846154,30.86598595,41.08315087,50
913,Penticton,2001,1,All housing types,143246.7532,36852.5,7.153846154,31.82297016,34.46883108,74
913,Penticton,2001,1,Single-detached,152718.2692,36852.5,7.153846154,33.92711398,41.62561139,53
913,Penticton,2001,1,Townhouses,105960.8077,36852.5,7.153846154,23.53971413,28.09446494,12
940,Port Alberni,2001,1,All housing types,103026.3158,41602.5,7.153846154,20.27456848,24.91984493,27
940,Port Alberni,2001,1,Single-detached,103030.1887,41602.5,7.153846154,20.27533063,25.47459468,25
945,Powell River,2001,1,All housing types,113530.6122,42617.5,7.153846154,21.80960948,28.39881449,16
945,Powell River,2001,1,Single-detached,113532.6087,42617.5,7.153846154,21.809993,29.06419653,15
970,Prince George,2001,1,All housing types,121740.3315,47242.5,7.153846154,21.09718384,20.86631918,84
970,Prince George,2001,1,Single-detached,123364.4172,47242.5,7.153846154,21.37863235,21.62037066,77
952,Quesnel,2001,1,All housing types,115018.75,42410,7.153846154,22.2035926,19.12777887,11
952,Quesnel,2001,1,Single-detached,114802.6316,42410,7.153846154,22.1618724,19.38116486,10
934,Squamish,2001,1,All housing types,179249.7083,48690,7.153846154,30.13988301,35.74275125,17
934,Squamish,2001,1,Condos,117153.8462,48690,7.153846154,19.69879477,24.02183276,11
965,Terrace,2001,1,All housing types,139955.1724,45725,7.153846154,25.05867587,22.28508389,10
933,Vancouver,2001,1,All housing types,246586.4921,43550,7.153846154,46.35579165,46.34979114,4102
933,Vancouver,2001,1,Condos,158897.1646,43550,7.153846154,29.87107605,33.52101857,1049
933,Vancouver,2001,1,Single-detached,289476.5292,43550,7.153846154,54.4186892,73.63157159,2345
