CMA ID,CMA NAME,YEAR,QUARTER,HOUSING TYPE,MEDIAN HOUSING PRICE,MEDIAN AFTER TAX ANNUAL FAMILY INCOME,PRIME INTEREST RATE,MORTGAGE PAYMENT PERCENT INCOME,HISTORIC PAYMENT PERCENT INCOME,NUMBER OF RESALES
944,Campbell River,2010,2,Condos,156188.8889,59865,2.346153846,13.13266652,18.33500271,15
944,Campbell River,2010,2,Single-detached,281106.7194,59865,2.346153846,23.63600143,31.14048371,153
944,Campbell River,2010,2,Townhouses,206445.4545,59865,2.346153846,17.35833661,23.04827448,18
930,Chilliwack,2010,2,All housing types,316620.6667,57130,2.346153846,27.89656964,35.74923238,534
930,Chilliwack,2010,2,Condos,164918.1296,57130,2.346153846,14.53047944,17.71905455,52
930,Chilliwack,2010,2,Single-detached,374569.7248,57130,2.346153846,33.00230058,42.84775906,345
930,Chilliwack,2010,2,Townhouses,250868.0162,57130,2.346153846,22.1032858,29.51804433,137
943,Courtenay,2010,2,All housing types,317587.8378,58605,2.346153846,27.27752484,33.29529423,343
943,Courtenay,2010,2,Condos,160081.3953,58605,2.346153846,13.74934339,18.06257235,31
943,Courtenay,2010,2,Single-detached,350028.0899,58605,2.346153846,30.06380843,37.46374731,238
943,Courtenay,2010,2,Townhouses,219084.0336,58605,2.346153846,18.81706242,25.7004721,74
905,Cranbrook,2010,2,All housing types,265763.9752,63630,2.346153846,21.02373896,23.32692088,99
905,Cranbrook,2010,2,Single-detached,279295.3846,63630,2.346153846,22.09416553,24.79879355,84
975,Dawson Creek,2010,2,All housing types,228232.1429,70110,2.346153846,16.38598709,17.42873376,68
975,Dawson Creek,2010,2,Single-detached,228245,70110,2.346153846,16.386910173844502,17.4035768,61
937,Duncan,2010,2,All housing types,322276.5,55780,2.346153846,29.08210889,33.65613231,208
937,Duncan,2010,2,Condos,148531.25,55780,2.346153846,13.40340356,15.67225183,15
937,Duncan,2010,2,Single-detached,356245.7983,55780,2.346153846,32.14748546,37.87860121,143
937,Duncan,2010,2,Townhouses,267285.061,55780,2.346153846,24.11970233,27.87876391,50
977,Fort St. John,2010,2,All housing types,276495.8231,81200,2.346153846,17.13990117,19.8313746,142
977,Fort St. John,2010,2,Single-detached,294740.3248,81200,2.346153846,18.27087289,21.34312718,114
977,Fort St. John,2010,2,Townhouses,229502.8108,81200,2.346153846,14.22681707,16.34879797,28
925,Kamloops,2010,2,All housing types,334203.4314,64535,2.346153846,26.06701836,29.18144185,490
925,Kamloops,2010,2,Condos,237697.2477,64535,2.346153846,18.53978128,18.56500138,62
925,Kamloops,2010,2,Single-detached,359049.6183,64535,2.346153846,28.00495781,32.08712104,317
925,Kamloops,2010,2,Townhouses,289636.0656,64535,2.346153846,22.59087709,25.397242,111
915,Kelowna,2010,2,All housing types,408756.444,60920,2.346153846,33.773843397734304,38.09482147,1098
915,Kelowna,2010,2,Condos,330042.0174,60920,2.346153846,27.269998,24.28880262,255
915,Kelowna,2010,2,Single-detached,446437.2958,60920,2.346153846,36.88725533,44.76537722,659
915,Kelowna,2010,2,Townhouses,339387.619,60920,2.346153846,28.04218616,32.85366574,184
938,Nanaimo,2010,2,All housing types,324320.603,58540,2.346153846,27.88672978,33.9915153,598
938,Nanaimo,2010,2,Condos,231607.8652,58540,2.346153846,19.91481852,21.40189008,102
938,Nanaimo,2010,2,Single-detached,352077.7778,58540,2.346153846,30.2734324,37.66249954,411
938,Nanaimo,2010,2,Townhouses,273193.662,58540,2.346153846,23.49057617,27.46191196,85
939,Parksville,2010,2,All housing types,364920.0935,57865,2.346153846,31.74370304,38.92321274,213
939,Parksville,2010,2,Condos,265500,57865,2.346153846,23.0953387,25.29799068,12
939,Parksville,2010,2,Single-detached,373399.2095,57865,2.346153846,32.48128517,41.08315087,170
939,Parksville,2010,2,Townhouses,318250,57865,2.346153846,27.6839606,35.70802608,31
913,Penticton,2010,2,All housing types,336000,54830,2.346153846,30.84585404,34.46883108,233
913,Penticton,2010,2,Condos,256749.9101,54830,2.346153846,23.57044718,24.64960116,53
913,Penticton,2010,2,Single-detached,382893.75,54830,2.346153846,35.15084739,41.62561139,130
913,Penticton,2010,2,Townhouses,293351.25,54830,2.346153846,26.930565,28.09446494,50
940,Port Alberni,2010,2,All housing types,219237.4101,52655,2.346153846,20.95804717,24.91984493,94
940,Port Alberni,2010,2,Single-detached,218725.8065,52655,2.346153846,20.90914031,25.47459468,82
940,Port Alberni,2010,2,Townhouses,199178.5714,52655,2.346153846,19.0405182,17.79705682,11
945,Powell River,2010,2,All housing types,232508.1818,55540,2.346153846,21.07211522,28.39881449,62
945,Powell River,2010,2,Single-detached,232453.6082,55540,2.346153846,21.06716924,29.06419653,56
970,Prince George,2010,2,All housing types,231343.3476,67590,2.346153846,17.22861384,20.86631918,313
970,Prince George,2010,2,Condos,132031.25,67590,2.346153846,9.832638131,12.39060086,11
970,Prince George,2010,2,Single-detached,235167.0588,67590,2.346153846,17.51337346,21.62037066,283
970,Prince George,2010,2,Townhouses,187040,67590,2.346153846,13.92925263,15.88118112,19
955,Prince Rupert,2010,2,All housing types,207865,56290,2.346153846,18.58771002,20.96060583,27
955,Prince Rupert,2010,2,Single-detached,208818.1818,56290,2.346153846,18.67294547,21.3614414,24
952,Quesnel,2010,2,All housing types,195250,58070,2.346153846,16.92446637,19.12777887,66
952,Quesnel,2010,2,Single-detached,200329.1139,58070,2.346153846,17.36472907,19.38116486,59
920,Salmon Arm,2010,2,All housing types,342698.2759,56710,2.346153846,30.4178168,34.91041316,77
920,Salmon Arm,2010,2,Single-detached,356973.2143,56710,2.346153846,31.68485691,37.57179298,51
920,Salmon Arm,2010,2,Townhouses,269904.7619,56710,2.346153846,23.95668195,27.50382689,17
934,Squamish,2010,2,All housing types,388772.9592,66805,2.346153846,29.29293242,35.74275125,69
934,Squamish,2010,2,Condos,277822.5806,66805,2.346153846,20.93313819,24.02183276,21
934,Squamish,2010,2,Single-detached,479557.1429,66805,2.346153846,36.13326144,52.39203906,22
934,Squamish,2010,2,Townhouses,376468.75,66805,2.346153846,28.36584539,35.812071,26
965,Terrace,2010,2,All housing types,203166.6667,60485,2.346153846,16.90754445,22.28508389,31
965,Terrace,2010,2,Single-detached,203510,60485,2.346153846,16.93611668,22.91057037,29
933,Vancouver,2010,2,All housing types,478884.2837,60890,2.346153846,39.5877098,46.34979114,14930
933,Vancouver,2010,2,Condos,356211.6732,60890,2.346153846,29.44678877,33.52101857,6100
933,Vancouver,2010,2,Single-detached,662989.6255,60890,2.346153846,54.09791574,73.63157159,5924
933,Vancouver,2010,2,Townhouses,418457.663,60890,2.346153846,34.59244976,42.89966917,2906
918,Vernon,2010,2,All housing types,347087.5796,58615,2.346153846,29.80616294,33.47993893,289
918,Vernon,2010,2,Condos,220728.5714,58615,2.346153846,18.95507691,17.73657873,47
918,Vernon,2010,2,Single-detached,380300,58615,2.346153846,32.65828117,38.42228469,184
918,Vernon,2010,2,Townhouses,319022.9167,58615,2.346153846,27.39610863,28.34301195,58
935,Victoria,2010,2,All housing types,477815.8379,69265,2.346153846,34.72341814,38.89023417,2073
935,Victoria,2010,2,Condos,305163.9676,69265,2.346153846,22.17661117,25.16453563,609
935,Victoria,2010,2,Single-detached,567856.338,69265,2.346153846,41.00722658,48.24432339,1141
935,Victoria,2010,2,Townhouses,420151.7172,69265,2.346153846,30.53290117,34.92562688,323
950,Williams Lake,2010,2,All housing types,231666.6667,61740,2.346153846,18.88742237,21.01542762,51
950,Williams Lake,2010,2,Single-detached,229043.4783,61740,2.346153846,18.67355791,22.05009043,42
932,Abbotsford - Mission,2010,3,All housing types,361441.3932,56995,2.769230769,33.47487636,39.8580484,544
932,Abbotsford - Mission,2010,3,Condos,167315.7895,56995,2.769230769,15.49594339,20.09532322,136
932,Abbotsford - Mission,2010,3,Single-detached,422775.7475,56995,2.769230769,39.15535449,49.93104757,309
932,Abbotsford - Mission,2010,3,Townhouses,269965.2809,56995,2.769230769,25.00282085,32.71122748,99
944,Campbell River,2010,3,All housing types,271610.5644,60062.5,2.769230769,23.87047741,28.83969156,117
944,Campbell River,2010,3,Single-detached,290000,60062.5,2.769230769,25.48663181,31.14048371,91
944,Campbell River,2010,3,Townhouses,216978.3784,60062.5,2.769230769,19.06913117,23.04827448,19
930,Chilliwack,2010,3,All housing types,321788.0795,57045,2.769230769,29.77626489,35.74923238,372
930,Chilliwack,2010,3,Condos,156105.4175,57045,2.769230769,14.44502317,17.71905455,51
930,Chilliwack,2010,3,Single-detached,368798.4668,57045,2.769230769,34.12631337,42.84775906,242
930,Chilliwack,2010,3,Townhouses,253283.3333,57045,2.769230769,23.43726231,29.51804433,79
943,Courtenay,2010,3,All housing types,322017.6471,58742.5,2.769230769,28.93643995,33.29529423,252
943,Courtenay,2010,3,Condos,171441.1765,58742.5,2.769230769,15.40566908,18.06257235,20
943,Courtenay,2010,3,Single-detached,348400,58742.5,2.769230769,31.30715279,37.46374731,187
943,Courtenay,2010,3,Townhouses,223380.5882,58742.5,2.769230769,20.072934,25.7004721,45
905,Cranbrook,2010,3,All housing types,275387.931,64035,2.769230769,22.70101844,23.32692088,75
905,Cranbrook,2010,3,Single-detached,285071.4286,64035,2.769230769,23.49925696,24.79879355,63
975,Dawson Creek,2010,3,All housing types,230000,70660,2.769230769,17.18193434,17.42873376,52
975,Dawson Creek,2010,3,Single-detached,230000,70660,2.769230769,17.18193434,17.4035768,47
937,Duncan,2010,3,All housing types,312375.9535,55790,2.769230769,29.55555271,33.65613231,136
937,Duncan,2010,3,Condos,153927.2727,55790,2.769230769,14.56387911,15.67225183,18
937,Duncan,2010,3,Single-detached,351547.1491,55790,2.769230769,33.26174816,37.87860121,85
937,Duncan,2010,3,Townhouses,275787.5181,55790,2.769230769,26.09372596,27.87876391,33
977,Fort St. John,2010,3,All housing types,268772.0848,81800,2.769230769,17.34397778,19.8313746,141
977,Fort St. John,2010,3,Condos,157000,81800,2.769230769,10.13127726,10.70806892,35
977,Fort St. John,2010,3,Single-detached,294872.7273,81800,2.769230769,19.02826342,21.34312718,95
977,Fort St. John,2010,3,Townhouses,235297.5385,81800,2.769230769,15.18385096,16.34879797,11
925,Kamloops,2010,3,All housing types,333828.125,64807.5,2.769230769,27.19039437,29.18144185,406
925,Kamloops,2010,3,Condos,218062.5,64807.5,2.769230769,17.76125176,18.56500138,34
925,Kamloops,2010,3,Single-detached,360344.2088,64807.5,2.769230769,29.35013683,32.08712104,296
925,Kamloops,2010,3,Townhouses,282509.0909,64807.5,2.769230769,23.01044466,25.397242,76
915,Kelowna,2010,3,All housing types,404548.9039,60955,2.769230769,35.03317877,38.09482147,681
915,Kelowna,2010,3,Condos,269615.942,60955,2.769230769,23.34823653,24.28880262,159
915,Kelowna,2010,3,Single-detached,451916.4118,60955,2.769230769,39.13511641,44.76537722,430
915,Kelowna,2010,3,Townhouses,340361.6667,60955,2.769230769,29.47468403,32.85366574,92
938,Nanaimo,2010,3,All housing types,332701.2987,58560,2.769230769,29.98964191,33.9915153,403
938,Nanaimo,2010,3,Condos,239520.2703,58560,2.769230769,21.5903189,21.40189008,46
938,Nanaimo,2010,3,Single-detached,355730.8451,58560,2.769230769,32.06552154,37.66249954,299
938,Nanaimo,2010,3,Townhouses,269909.7902,58560,2.769230769,24.32962537,27.46191196,58
939,Parksville,2010,3,All housing types,365606.746,58037.5,2.769230769,33.25242755,38.92321274,165
939,Parksville,2010,3,Condos,271446.8846,58037.5,2.769230769,24.68846093,25.29799068,14
939,Parksville,2010,3,Single-detached,374307.4324,58037.5,2.769230769,34.04376674,41.08315087,126
939,Parksville,2010,3,Townhouses,326410.7143,58037.5,2.769230769,29.68749551,35.70802608,25
913,Penticton,2010,3,All housing types,333292.1053,54785,2.769230769,32.11302465,34.46883108,147
913,Penticton,2010,3,Condos,266818.6353,54785,2.769230769,25.70823994,24.64960116,32
913,Penticton,2010,3,Single-detached,390267.9426,54785,2.769230769,37.60270304,41.62561139,79
913,Penticton,2010,3,Townhouses,280332.5581,54785,2.769230769,27.0103198,28.09446494,36
940,Port Alberni,2010,3,All housing types,206539.3293,52722.5,2.769230769,20.67876601,24.91984493,70
940,Port Alberni,2010,3,Single-detached,205405.2,52722.5,2.769230769,20.56521672,25.47459468,68
945,Powell River,2010,3,All housing types,237083.8983,55710,2.769230769,22.46398256,28.39881449,56
945,Powell River,2010,3,Single-detached,236962.2642,55710,2.769230769,22.45245757,29.06419653,50
970,Prince George,2010,3,All housing types,230432.0988,67930,2.769230769,17.90602609,20.86631918,254
970,Prince George,2010,3,Single-detached,232747.5728,67930,2.769230769,18.08595301,21.62037066,232
970,Prince George,2010,3,Townhouses,184343.75,67930,2.769230769,14.32467097,15.88118112,13
955,Prince Rupert,2010,3,All housing types,177658.6538,56320,2.769230769,16.65104801,20.96060583,25
955,Prince Rupert,2010,3,Single-detached,178500,56320,2.769230769,16.72990313,21.3614414,24
952,Quesnel,2010,3,All housing types,191250,58255,2.769230769,17.32950227,19.12777887,66
952,Quesnel,2010,3,Single-detached,194118.8525,58255,2.769230769,17.58945409,19.38116486,63
920,Salmon Arm,2010,3,All housing types,346338.4615,56795,2.769230769,32.18907314,34.91041316,53
920,Salmon Arm,2010,3,Single-detached,359050.5319,56795,2.769230769,33.37054678,37.57179298,43
934,Squamish,2010,3,All housing types,365956.25,66667.5,2.769230769,28.97562758,35.74275125,51
934,Squamish,2010,3,Condos,301074.1463,66667.5,2.769230769,23.83840238,24.02183276,20
934,Squamish,2010,3,Single-detached,466557.1429,66667.5,2.769230769,36.94098958,52.39203906,13
934,Squamish,2010,3,Townhouses,346000,66667.5,2.769230769,27.3955347,35.812071,18
965,Terrace,2010,3,All housing types,206091.5493,60352.5,2.769230769,18.0253112,22.28508389,40
965,Terrace,2010,3,Single-detached,206082.0896,60352.5,2.769230769,18.02448383,22.91057037,38
933,Vancouver,2010,3,All housing types,490053.425,60785,2.769230769,42.5563978,46.34979114,9216
933,Vancouver,2010,3,Condos,354405.9816,60785,2.769230769,30.77672998,33.52101857,3563
933,Vancouver,2010,3,Single-detached,678776.4479,60785,2.769230769,58.1280606,73.63157159,3935
933,Vancouver,2010,3,Townhouses,422454.9524,60785,2.769230769,36.6861246,42.89966917,1718
918,Vernon,2010,3,All housing types,348326.7327,58717.5,2.769230769,31.31389577,33.47993893,216
918,Vernon,2010,3,Condos,195600,58717.5,2.769230769,17.58405956,17.73657873,42
918,Vernon,2010,3,Single-detached,393871.4734,58717.5,2.769230769,35.40827937,38.42228469,135
918,Vernon,2010,3,Townhouses,320175.2577,58717.5,2.769230769,28.78313293,28.34301195,39
935,Victoria,2010,3,All housing types,479068.7518,69247.5,2.769230769,36.51838788,38.89023417,1316
935,Victoria,2010,3,Condos,306967.8363,69247.5,2.769230769,23.39950262,25.16453563,417
935,Victoria,2010,3,Single-detached,567674.2057,69247.5,2.769230769,43.00108398,48.24432339,716
935,Victoria,2010,3,Townhouses,418904.3478,69247.5,2.769230769,31.93218385,34.92562688,183
950,Williams Lake,2010,3,All housing types,233842.1053,62370,2.769230769,19.790867,21.01542762,44
950,Williams Lake,2010,3,Single-detached,236055.5556,62370,2.769230769,19.97819896,22.05009043,39
932,Abbotsford - Mission,2010,4,All housing types,346555.666,57030,3,32.90585217,39.8580484,462
932,Abbotsford - Mission,2010,4,Condos,162660.4478,57030,3,15.44479336,20.09532322,132
932,Abbotsford - Mission,2010,4,Single-detached,412344.1901,57030,3,39.1525469,49.93104757,259
932,Abbotsford - Mission,2010,4,Townhouses,271030.8824,57030,3,25.73468861,32.71122748,71
944,Campbell River,2010,4,All housing types,266257.8629,60260,3,23.92637057,28.83969156,131
944,Campbell River,2010,4,Condos,152525,60260,3,13.70614798,18.33500271,13
944,Campbell River,2010,4,Single-detached,284866.3102,60260,3,25.59855632,31.14048371,96
944,Campbell River,2010,4,Townhouses,225402.439,60260,3,20.25503481,23.04827448,22
930,Chilliwack,2010,4,All housing types,311716.9406,56960,3,29.63424962,35.74923238,285
930,Chilliwack,2010,4,Condos,152012,56960,3,14.45144927,17.71905455,24
930,Chilliwack,2010,4,Single-detached,357644.3155,56960,3,34.00046497,42.84775906,189
930,Chilliwack,2010,4,Townhouses,243656.7152,56960,3,23.16391244,29.51804433,72
943,Courtenay,2010,4,All housing types,313464.7887,58880,3,28.8286611,33.29529423,174
943,Courtenay,2010,4,Condos,204710.5263,58880,3,18.82677289,18.06257235,18
943,Courtenay,2010,4,Single-detached,334391.0256,58880,3,30.75320068,37.46374731,125
943,Courtenay,2010,4,Townhouses,217319.6053,58880,3,19.98640191,25.7004721,31
905,Cranbrook,2010,4,All housing types,277324.2188,64440,3,23.30428467,23.32692088,53
905,Cranbrook,2010,4,Single-detached,285256.7568,64440,3,23.97087673,24.79879355,48
975,Dawson Creek,2010,4,All housing types,229062.5,71210,3,17.41873134,17.42873376,60
975,Dawson Creek,2010,4,Single-detached,225990.099,71210,3,17.18509498,17.4035768,54
937,Duncan,2010,4,All housing types,306147.6793,55800,3,29.70983795,33.65613231,101
937,Duncan,2010,4,Condos,153076.4706,55800,3,14.85517429,15.67225183,16
937,Duncan,2010,4,Single-detached,345254.7297,55800,3,33.50494799,37.87860121,63
937,Duncan,2010,4,Townhouses,278399.8,55800,3,27.01706889,27.87876391,22
977,Fort St. John,2010,4,All housing types,265666.1045,82400,3,17.45872186,19.8313746,79
977,Fort St. John,2010,4,Single-detached,296506.8493,82400,3,19.48547641,21.34312718,51
977,Fort St. John,2010,4,Townhouses,247502.5,82400,3,16.2650682,16.34879797,19
925,Kamloops,2010,4,All housing types,329562.3269,65080,3,27.42164641,29.18144185,316
925,Kamloops,2010,4,Condos,227655.1724,65080,3,18.94233391,18.56500138,24
925,Kamloops,2010,4,Single-detached,355060.1504,65080,3,29.54322477,32.08712104,236
925,Kamloops,2010,4,Townhouses,285092.4242,65080,3,23.72147243,25.397242,56
915,Kelowna,2010,4,All housing types,393975.2883,60990,3,34.97952106,38.09482147,533
915,Kelowna,2010,4,Condos,254544.5652,60990,3,22.60001387,24.28880262,117
915,Kelowna,2010,4,Single-detached,440130.719,60990,3,39.07748077,44.76537722,335
915,Kelowna,2010,4,Townhouses,332976.8786,60990,3,29.56371144,32.85366574,81
938,Nanaimo,2010,4,All housing types,325453.444,58580,3,30.084515,33.9915153,320
938,Nanaimo,2010,4,Condos,224678.1609,58580,3,20.76897211,21.40189008,41
938,Nanaimo,2010,4,Single-detached,346471.028,58580,3,32.02735455,37.66249954,236
938,Nanaimo,2010,4,Townhouses,272263.3663,58580,3,25.16768982,27.46191196,43
939,Parksville,2010,4,All housing types,355600.3521,58210,3,33.08019746,38.92321274,119
939,Parksville,2010,4,Condos,263713.2917,58210,3,24.532281,25.29799068,10
939,Parksville,2010,4,Single-detached,365915.493,58210,3,34.03977721,41.08315087,87
939,Parksville,2010,4,Townhouses,312553.1915,58210,3,29.07567788,35.70802608,22
913,Penticton,2010,4,All housing types,329379.1339,54740,3,32.58327999,34.46883108,107
913,Penticton,2010,4,Condos,266571.5,54740,3,26.37013984,24.64960116,32
913,Penticton,2010,4,Single-detached,392393.9394,54740,3,38.81691424,41.62561139,53
913,Penticton,2010,4,Townhouses,270008.6207,54740,3,26.71015126,28.09446494,22
940,Port Alberni,2010,4,All housing types,199829.3478,52790,3,20.49798256,24.91984493,68
940,Port Alberni,2010,4,Single-detached,200166.2595,52790,3,20.5325421,25.47459468,63
945,Powell River,2010,4,All housing types,237285.3535,55880,3,22.99418626,28.39881449,43
945,Powell River,2010,4,Single-detached,236397.0588,55880,3,22.90810588,29.06419653,35
970,Prince George,2010,4,All housing types,227101.6548,68270,3,18.01332589,20.86631918,169
970,Prince George,2010,4,Single-detached,228826.7717,68270,3,18.15015929,21.62037066,149
970,Prince George,2010,4,Townhouses,175104.1667,68270,3,13.88897153,15.88118112,11
952,Quesnel,2010,4,All housing types,184300.9709,58440,3,17.07736756,19.12777887,37
952,Quesnel,2010,4,Single-detached,184981.383,58440,3,17.14041469,19.38116486,31
920,Salmon Arm,2010,4,All housing types,348945.6522,56880,3,33.22015955,34.91041316,39
920,Salmon Arm,2010,4,Single-detached,352640,56880,3,33.57186711,37.57179298,32
934,Squamish,2010,4,All housing types,371607.1429,66530,3,30.24614571,35.74275125,33
934,Squamish,2010,4,Townhouses,363250,66530,3,29.56593445,35.812071,18
965,Terrace,2010,4,All housing types,196828.9474,60220,3,17.69912225,22.28508389,36
965,Terrace,2010,4,Single-detached,196854.1667,60220,3,17.70139,22.91057037,34
933,Vancouver,2010,4,All housing types,492584.5785,60680,3,43.95808345,46.34979114,8292
933,Vancouver,2010,4,Condos,347409.8575,60680,3,31.00273979,33.52101857,3315
933,Vancouver,2010,4,Single-detached,695926.623,60680,3,61.1840267,73.63157159,3397
933,Vancouver,2010,4,Townhouses,416640.9036,60680,3,37.18089524,42.89966917,1580
918,Vernon,2010,4,All housing types,331313.3641,58820,3,30.5012364,33.47993893,218
918,Vernon,2010,4,Condos,162300,58820,3,14.9415967,17.73657873,42
918,Vernon,2010,4,Single-detached,375471.6981,58820,3,34.56652302,38.42228469,130
918,Vernon,2010,4,Townhouses,305756.3529,58820,3,28.14841722,28.34301195,46
935,Victoria,2010,4,All housing types,453691.2193,69230,3,35.48702175,38.89023417,1087
935,Victoria,2010,4,Condos,297389.8734,69230,3,23.2613735,25.16453563,373
935,Victoria,2010,4,Single-detached,542327.0882,69230,3,42.24573112,48.24432339,565
935,Victoria,2010,4,Townhouses,405744.259,69230,3,31.73668506,34.92562688,149
950,Williams Lake,2010,4,All housing types,229916.6667,63000,3,19.76211468,21.01542762,31
950,Williams Lake,2010,4,Single-detached,236386.3636,63000,3,20.318207,22.05009043,27
932,Abbotsford - Mission,2011,1,All housing types,346517.1233,57457.5,3,32.65739091,39.8580484,414
932,Abbotsford - Mission,2011,1,Condos,162141.0795,57457.5,3,15.28093205,20.09532322,107
932,Abbotsford - Mission,2011,1,Single-detached,407610.5477,57457.5,3,38.41512035,49.93104757,234
932,Abbotsford - Mission,2011,1,Townhouses,263312.5,57457.5,3,24.81579889,32.71122748,73
944,Campbell River,2011,1,All housing types,256370,60757.5,3,22.84919047,28.83969156,104
944,Campbell River,2011,1,Condos,149347.8261,60757.5,3,13.3107498,18.33500271,10
944,Campbell River,2011,1,Single-detached,276733.3333,60757.5,3,24.66408957,31.14048371,84
944,Campbell River,2011,1,Townhouses,208203.125,60757.5,3,18.55627749,23.04827448,10
930,Chilliwack,2011,1,All housing types,301979.9818,57377.5,3,28.4996839,35.74923238,263
930,Chilliwack,2011,1,Condos,153950,57377.5,3,14.52919598,17.71905455,36
930,Chilliwack,2011,1,Single-detached,352939.6598,57377.5,3,33.30905804,42.84775906,152
930,Chilliwack,2011,1,Townhouses,240395.6735,57377.5,3,22.68759891,29.51804433,75
943,Courtenay,2011,1,All housing types,304000,59320,3,27.75082837,33.29529423,177
943,Courtenay,2011,1,Condos,208486.4865,59320,3,19.0318181,18.06257235,19
943,Courtenay,2011,1,Single-detached,329555.1181,59320,3,30.08364316,37.46374731,129
943,Courtenay,2011,1,Townhouses,216283.3333,59320,3,19.7435581,25.7004721,29
905,Cranbrook,2011,1,All housing types,258383.8384,65025,3,21.51733567,23.32692088,46
905,Cranbrook,2011,1,Single-detached,261310.3448,65025,3,21.76104527,24.79879355,39
975,Dawson Creek,2011,1,All housing types,233494.8454,72322.5,3,17.48265461,17.42873376,37
975,Dawson Creek,2011,1,Single-detached,229896.5517,72322.5,3,17.21323656,17.4035768,33
937,Duncan,2011,1,All housing types,307369.7917,56145,3,29.6451469,33.65613231,91
937,Duncan,2011,1,Single-detached,340849.6183,56145,3,32.87420326,37.87860121,68
937,Duncan,2011,1,Townhouses,276239.6944,56145,3,26.64271683,27.87876391,14
977,Fort St. John,2011,1,All housing types,278428.6319,83995,3,17.94998001,19.8313746,65
977,Fort St. John,2011,1,Single-detached,294940.5053,83995,3,19.01448187,21.34312718,44
977,Fort St. John,2011,1,Townhouses,246888.1944,83995,3,15.91660356,16.34879797,17
925,Kamloops,2011,1,All housing types,323263.6986,65662.5,3,26.65894962,29.18144185,268
925,Kamloops,2011,1,Condos,229187.5,65662.5,3,18.90066235,18.56500138,40
925,Kamloops,2011,1,Single-detached,350371.8593,65662.5,3,28.89450868,32.08712104,162
925,Kamloops,2011,1,Townhouses,282027.8689,65662.5,3,23.25830825,25.397242,66
915,Kelowna,2011,1,All housing types,387348.2587,61605,3,34.04780792,38.09482147,472
915,Kelowna,2011,1,Condos,238154.1667,61605,3,20.9336873,24.28880262,99
915,Kelowna,2011,1,Single-detached,426489.7363,61605,3,37.4883333,44.76537722,306
915,Kelowna,2011,1,Townhouses,321378.3784,61605,3,28.24907316,32.85366574,67
938,Nanaimo,2011,1,All housing types,320034.224,59040,3,29.3530737,33.9915153,314
938,Nanaimo,2011,1,Condos,212750,59040,3,19.51312067,21.40189008,39
938,Nanaimo,2011,1,Single-detached,347484.4211,59040,3,31.87076586,37.66249954,239
938,Nanaimo,2011,1,Townhouses,275930.3797,59040,3,25.30793323,27.46191196,36
939,Parksville,2011,1,All housing types,344655.5024,58505,3,31.90037166,38.92321274,90
939,Parksville,2011,1,Single-detached,353967.7419,58505,3,32.76228711,41.08315087,68
939,Parksville,2011,1,Townhouses,326837.5,58505,3,30.25118604,35.70802608,14
913,Penticton,2011,1,All housing types,328140,55195,3,32.19311095,34.46883108,88
913,Penticton,2011,1,Condos,263483.0392,55195,3,25.84975533,24.64960116,19
913,Penticton,2011,1,Single-detached,385247.5248,55195,3,37.7958076,41.62561139,48
913,Penticton,2011,1,Townhouses,242906.9767,55195,3,23.831082013224002,28.09446494,21
940,Port Alberni,2011,1,All housing types,204700,53470,3,20.73056643,24.91984493,52
940,Port Alberni,2011,1,Single-detached,205250,53470,3,20.78626654,25.47459468,49
945,Powell River,2011,1,All housing types,230281.25,56427.5,3,22.09893166,28.39881449,37
945,Powell River,2011,1,Single-detached,228823.5294,56427.5,3,21.95904156,29.06419653,33
970,Prince George,2011,1,All housing types,231493.2886,69217.5,3,18.11031505,20.86631918,129
970,Prince George,2011,1,Single-detached,233722.2222,69217.5,3,18.28469026,21.62037066,121
955,Prince Rupert,2011,1,All housing types,194875,57375,3,18.39233802,20.96060583,15
955,Prince Rupert,2011,1,Single-detached,194875,57375,3,18.39233802,21.3614414,15
952,Quesnel,2011,1,All housing types,194249.4397,59217.5,3,17.76287322,19.12777887,21
952,Quesnel,2011,1,Single-detached,196354.902,59217.5,3,17.95540433,19.38116486,20
920,Salmon Arm,2011,1,All housing types,341478.2609,57435,3,32.19511241,34.91041316,30
920,Salmon Arm,2011,1,Single-detached,348342.1053,57435,3,32.84224655,37.57179298,25
934,Squamish,2011,1,All housing types,350425.6757,67010,3,28.31781966,35.74275125,41
934,Squamish,2011,1,Condos,235500,67010,3,19.03070178,24.02183276,14
934,Squamish,2011,1,Single-detached,468333.3333,67010,3,37.84591083,52.39203906,10
934,Squamish,2011,1,Townhouses,367942.8571,67010,3,29.73337914,35.812071,17
965,Terrace,2011,1,All housing types,192928.5714,61145,3,17.08594914,22.28508389,20
965,Terrace,2011,1,Single-detached,196230,61145,3,17.37832699,22.91057037,16
933,Vancouver,2011,1,All housing types,487300.334,61082.5,3,43.19996706,46.34979114,9371
933,Vancouver,2011,1,Condos,356809.2683,61082.5,3,31.63172188,33.52101857,3785
933,Vancouver,2011,1,Single-detached,701255.7178,61082.5,3,61.22842573,73.63157159,3861
933,Vancouver,2011,1,Townhouses,411346.4448,61082.5,3,36.46653126,42.89966917,1725
918,Vernon,2011,1,All housing types,320749.3036,59295,3,29.2921439,33.47993893,141
918,Vernon,2011,1,Condos,159200,59295,3,14.53879792,17.73657873,27
918,Vernon,2011,1,Single-detached,360363.0137,59295,3,32.90983062,38.42228469,89
